id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0593,OS MasterMap Highways Network - Roads,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Transport networks,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0594,AddressBase Premium,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Addresses and names,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0595,OS GB Postcodes,Ordnance Survey,OS Data Hub,United Kingdom,Great Britain,Geospatial / GIS,Areas and zones,Built environment | Geometry | Lookup / identifiers,GIS | Spatial analysis | Building-stock analysis,feature-level,current,Great Britain,Download | API,Subscription / licensed,Product-specific OS licence,Official,https://www.ordnancesurvey.co.uk/products/search-for-os-products,official_product_catalogue,indexed_official_product,,Do not redistribute. Preserve entitlement/licence state; resolve direct product URL during ingestion.,2026-09-04
inq-0596,Listed Buildings – polygons,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0597,Listed Buildings – points,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0598,Building Preservation Notices – polygons,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0599,Building Preservation Notices – points,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0600,Certificates of Immunity – polygons,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0601,Certificates of Immunity – points,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0602,Scheduled Monuments,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0603,Registered Parks and Gardens,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0604,Registered Battlefields,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0605,Protected Wrecks,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0606,World Heritage Sites,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0607,De-Designated Sites,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0608,Conservation Areas,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0609,Heritage at Risk Register,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0610,Greater London Archaeological Priority Areas,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0611,Aerial Investigation Mapping,Historic England,Historic England Open Data Hub,United Kingdom,England,Heritage,Heritage designation,Built environment | Policy / constraint | Study boundary,GIS | Heritage assessment | Planning analysis,feature / polygon / point,periodic,England,GIS download | API,Open,Open Government Licence,Official,https://historicengland.org.uk/listing/the-list/data-downloads/,official_collection,verified_collection_entry,,,2026-09-04
inq-0612,LIDAR Composite Digital Terrain Model (DTM) – 1m,Environment Agency,Defra Data Services Platform,United Kingdom,England,Topography & Terrain,Terrain / elevation,Climate / exposure | Study boundary | Predictor,GIS | Risk analysis | Terrain analysis,raster / vector,current,England,GeoPackage | GeoJSON | GDB | WMS | WFS | OGC API,Open,Source-specific OGL / terms,Official,https://environment.data.gov.uk/dataset/13787b9a-26a4-4775-8523-806d13af58fc,direct_dataset,verified_official,,,2026-09-04
inq-0613,Flood Map for Planning – Flood Zones,Environment Agency,Defra Data Services Platform,United Kingdom,England,Flooding & Hazards,Flood risk,Climate / exposure | Study boundary | Predictor,GIS | Risk analysis | Terrain analysis,raster / vector,current,England,GeoPackage | GeoJSON | GDB | WMS | WFS | OGC API,Open,Source-specific OGL / terms,Official,https://environment.data.gov.uk/dataset/04532375-a198-476e-985e-0579a0a11b47,direct_dataset,verified_official,,,2026-09-04
inq-0614,Rivers and Sea 1in30 defended flood risk depths – present day,Environment Agency,Defra Data Services Platform,United Kingdom,England,Flooding & Hazards,Flood risk,Climate / exposure | Study boundary | Predictor,GIS | Risk analysis | Terrain analysis,raster / vector,current,England,GeoPackage | GeoJSON | GDB | WMS | WFS | OGC API,Open,Source-specific OGL / terms,Official,https://environment.data.gov.uk/dataset/767c96e6-b149-4744-9d4d-34b32f6c0e1b,direct_dataset,verified_official,,,2026-09-04
inq-0615,Rivers and Sea 1in30 defended flood risk depths – climate change,Environment Agency,Defra Data Services Platform,United Kingdom,England,Flooding & Hazards,Flood risk,Climate / exposure | Study boundary | Predictor,GIS | Risk analysis | Terrain analysis,raster / vector,current,England,GeoPackage | GeoJSON | GDB | WMS | WFS | OGC API,Open,Source-specific OGL / terms,Official,https://environment.data.gov.uk/dataset/defaf0fb-8574-46c6-bb2e-e6eb1a5e467a,direct_dataset,verified_official,,,2026-09-04
inq-0616,LIDAR Composite Digital Surface Model (DSM) – 1m,Environment Agency / Defra,Defra Data Services Platform,United Kingdom,England,Environment,Terrain / elevation,Climate / exposure | Context | Validation / reference,GIS | Environmental analysis,raster / vector,varies,England,OGC API | WMS | WFS | download,Open / check record,Dataset-specific,Official,https://environment.data.gov.uk/,official_collection,collection_record_link_checked,,Portal root substituted after legacy dataset URL returned 404 on 2026-09-04; resolve a current dataset UUID before publication.,2026-09-04
inq-0617,LIDAR Composite DTM – 2m,Environment Agency / Defra,Defra Data Services Platform,United Kingdom,England,Environment,Terrain / elevation,Climate / exposure | Context | Validation / reference,GIS | Environmental analysis,raster / vector,varies,England,OGC API | WMS | WFS | download,Open / check record,Dataset-specific,Official,https://environment.data.gov.uk/,official_collection,collection_record_link_checked,,Portal root substituted after legacy dataset URL returned 404 on 2026-09-04; resolve a current dataset UUID before publication.,2026-09-04
inq-0618,LIDAR Composite DSM – 2m,Environment Agency / Defra,Defra Data Services Platform,United Kingdom,England,Environment,Terrain / elevation,Climate / exposure | Context | Validation / reference,GIS | Environmental analysis,raster / vector,varies,England,OGC API | WMS | WFS | download,Open / check record,Dataset-specific,Official,https://environment.data.gov.uk/,official_collection,collection_record_link_checked,,Portal root substituted after legacy dataset URL returned 404 on 2026-09-04; resolve a current dataset UUID before publication.,2026-09-04
inq-0619,Risk of Flooding from Rivers and Sea,Environment Agency / Defra,Defra Data Services Platform,United Kingdom,England,Flooding & Hazards,Flood risk,Climate / exposure | Context | Validation / reference,GIS | Environmental analysis,raster / vector,varies,England,OGC API | WMS | WFS | download,Open / check record,Dataset-specific,Official,https://environment.data.gov.uk/,official_collection,collection_record_link_checked,,Portal root substituted after legacy dataset URL returned 404 on 2026-09-04; resolve a current dataset UUID before publication.,2026-09-04
